"CASENO","SEVERITY","ACCDATE","ACCTIME","NOVEH","NOINJ","NOKILLED","INNEAR","COMMNAME","UGRID","USTREET1","USTREET2","UBLOCK","ROADAUTH","CTRLSECT","ATKM","RM","SIDEOF","QTR","SEC","TWP","RGE","MER","OTHERLOC","lookup_str","lat","lon"
1331949,"INJURY","2002-01-11",1205,2,1,0,"IN","REGINA","RE709320","TRUESDALE DR E","UNIV PK DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","TRUESDALE DR E and UNIV PK DR, REGINA, Saskatchewan",NA,NA
1349676,"INJURY","2002-01-24",1643,2,1,0,"IN","REGINA","RE689130","ALBERT ST","GORDON RD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and GORDON RD, REGINA, Saskatchewan",NA,NA
1349612,"INJURY","2002-02-26",1204,2,1,0,"IN","REGINA","RE44200","BROADWAY AVE","900-999",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","949 BROADWAY AVE, REGINA, Saskatchewan",50.4376598,-104.5944883
1348567,"INJURY","2002-03-07",1801,2,1,0,"IN","REGINA","RE224300","LOCKWOOD RD","100-170",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","135 LOCKWOOD RD, REGINA, Saskatchewan",50.4037643,-104.6255307
1151903,"INJURY","2002-03-18",1750,2,1,0,"IN","REGINA","RE6500","ALBERT ST","751-899",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","825 ALBERT ST, REGINA, Saskatchewan",50.4651839,-104.617796
1345342,"INJURY","2002-04-18",1725,2,1,0,"IN","REGINA","RE708710","SALEMKA CR","SANGSTER BLVD W INT",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","SALEMKA CR and SANGSTER BLVD W INT, REGINA, Saskatchewan",NA,NA
1345204,"INJURY","2002-04-23",1237,2,1,0,"IN","REGINA","RE689010","ALBERT ST","SASKATCHEWAN DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and SASKATCHEWAN DR, REGINA, Saskatchewan",NA,NA
1349960,"INJURY","2002-04-23",1612,2,1,0,"IN","REGINA","RE40500","BROAD ST","500-655",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","577 BROAD ST, REGINA, Saskatchewan",NA,NA
1174396,"INJURY","2002-04-27",230,2,1,0,"IN","REGINA","RE704510","MACPHERSON AVE","MASSEY RD",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","MACPHERSON AVE and MASSEY RD, REGINA, Saskatchewan",50.4166065,-104.6083179
1345205,"INJURY","2002-05-01",1019,2,1,0,"IN","REGINA","RE689910","ARCOLA AVE E","PARK ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE E and PARK ST, REGINA, Saskatchewan",50.4416564,-104.5722067
1278292,"INJURY","2002-05-04",1005,2,1,0,"IN","REGINA","RE685430","7TH AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.4582899,-104.6311576
1344051,"INJURY","2002-05-08",1303,2,1,0,"IN","REGINA","RE678500","17TH AVE","CORONATION ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","17TH AVE and CORONATION ST, REGINA, Saskatchewan",50.4394944,-104.6353711
1344058,"INJURY","2002-05-16",1830,2,1,0,"IN","REGINA","RE675040","10TH AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","10TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1343797,"INJURY","2002-05-17",10,2,1,0,"IN","REGINA","RE689030","ALBERT ST","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472349,-104.6180525
1343987,"INJURY","2002-05-27",1345,2,1,0,"IN","REGINA","RE40300","BROAD ST","751-776",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","763 BROAD ST, REGINA, Saskatchewan",50.4668021,-104.6054849
1335367,"INJURY","2002-05-28",1612,2,1,0,"IN","REGINA","RE684450","5TH AVE","ROBINSON ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","5TH AVE and ROBINSON ST, REGINA, Saskatchewan",50.4613964,-104.6239524
1333992,"INJURY","2002-06-04",1845,2,1,0,"IN","REGINA","RE682280","3RD AVE","ELPHINSTONE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","3RD AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.4644972,-104.6311599
1449326,"INJURY","2002-06-04",1253,2,1,0,"IN","REGINA","RE166300","4TH AVE N","2600-2699",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2649 4TH AVE N, REGINA, Saskatchewan",NA,NA
1344105,"INJURY","2002-06-07",1425,2,1,0,"IN","REGINA","RE689840","ARCOLA AVE","EDGAR ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE and EDGAR ST, REGINA, Saskatchewan",50.448483,-104.587947
1332637,"INJURY","2002-06-10",1215,2,1,0,"IN","REGINA","RE699610","ELPHINSTONE ST","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ELPHINSTONE ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472031,-104.631148
1349966,"INJURY","2002-06-11",2135,2,1,0,"IN","REGINA","RE395850","SOUTH RAILWAY ST","1000-1299",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1149 SOUTH RAILWAY ST, REGINA, Saskatchewan",50.45457,-104.5959498
1349867,"INJURY","2002-06-19",1154,2,1,0,"IN","REGINA","RE689010","ALBERT ST","SASKATCHEWAN DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and SASKATCHEWAN DR, REGINA, Saskatchewan",50.450977,-104.6182063
1151915,"INJURY","2002-06-22",1450,2,1,0,"IN","REGINA","RE430100","25TH AVE","2700-2750",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2725 25TH AVE, REGINA, Saskatchewan",50.4185148,-104.6217307
1449677,"INJURY","2002-06-22",2045,2,1,0,"IN","REGINA","RE89600","DEWDNEY AVE","2800-2899",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2849 DEWDNEY AVE, REGINA, Saskatchewan",NA,NA
1342704,"INJURY","2002-06-25",500,2,1,0,"IN","REGINA","RE328400","RINK AVE","200-279",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","239 RINK AVE, REGINA, Saskatchewan",50.4879752,-104.6576311
1342707,"INJURY","2002-06-26",2115,2,1,0,"IN","REGINA","RE676880","13TH AVE","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","13TH AVE and BROAD ST, REGINA, Saskatchewan",50.4455005,-104.606336
1342740,"INJURY","2002-07-06",2144,2,1,0,"IN","REGINA","RE20400","ARGYLE ST N","751-825",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","788 ARGYLE ST N, REGINA, Saskatchewan",50.4901041,-104.631958
1142841,"INJURY","2002-07-08",2315,2,1,0,"IN","REGINA","RE690010","ARGYLE RD","ASSINIBOINE AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ARGYLE RD and ASSINIBOINE AVE, REGINA, Saskatchewan",50.4235154,-104.625823
1449026,"INJURY","2002-07-15",1608,2,1,0,"IN","REGINA","RE709460","VICTORIA AVE","WINNIPEG ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","VICTORIA AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1449702,"INJURY","2002-07-16",1106,2,1,0,"IN","REGINA","RE684840","6TH AVE N","SMITH ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6TH AVE N and SMITH ST, REGINA, Saskatchewan",50.478876,-104.615155
1343608,"INJURY","2002-07-17",1930,2,1,0,"IN","REGINA","RE344100","RUPERT ST","1500-1599",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1549 RUPERT ST, REGINA, Saskatchewan",50.454229,-104.5661175
1345412,"INJURY","2002-07-23",1740,2,1,0,"IN","REGINA","RE705130","MCCARTHY BLVD","SHERWOOD DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","MCCARTHY BLVD and SHERWOOD DR, REGINA, Saskatchewan",NA,NA
1188873,"INJURY","2002-08-06",1500,2,1,0,"IN","REGINA","RE677750","14TH AVE","MCINTYRE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","14TH AVE and MCINTYRE ST, REGINA, Saskatchewan",50.4439601,-104.6165695
1449012,"INJURY","2002-08-06",2025,2,1,0,"IN","REGINA","RE683190","4TH AVE","ARGYLE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and ARGYLE ST, REGINA, Saskatchewan",50.4629425,-104.63261
1449430,"INJURY","2002-08-09",2036,2,1,0,"IN","REGINA","RE688930","1ST AVE N / AVONHURST DR","ALBERT ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1ST AVE N / AVONHURST DR and ALBERT ST, REGINA, Saskatchewan",NA,NA
1449332,"INJURY","2002-08-10",2222,2,1,0,"IN","REGINA","RE686390","7TH AVE","LORNE ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE and LORNE ST, REGINA, Saskatchewan",50.4582909,-104.6136909
1449384,"INJURY","2002-08-10",1505,2,1,0,"IN","REGINA","RE688930","1ST AVE N / AVONHURST DR","ALBERT ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1ST AVE N / AVONHURST DR and ALBERT ST, REGINA, Saskatchewan",50.4708399,-104.6180459
1348078,"INJURY","2002-08-14",1805,2,1,0,"IN","REGINA","RE706920","PARK ST","VICTORIA AVE E",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","PARK ST and VICTORIA AVE E, REGINA, Saskatchewan",50.4471339,-104.5721892
1449107,"INJURY","2002-08-14",1029,2,1,0,"IN","REGINA","RE683550","4TH AVE","PASQUA ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and PASQUA ST, REGINA, Saskatchewan",NA,NA
1348032,"INJURY","2002-08-20",2110,2,1,0,"IN","REGINA","RE696650","DALGLIESH DR","MCCARTHY BLVD N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","DALGLIESH DR and MCCARTHY BLVD N, REGINA, Saskatchewan",NA,NA
1331443,"INJURY","2002-08-28",1730,2,1,0,"IN","REGINA","RE683270","4TH AVE","CONNAUGHT ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4TH AVE and CONNAUGHT ST, REGINA, Saskatchewan",50.462931,-104.646733
1345228,"INJURY","2002-08-28",1230,2,1,0,"IN","REGINA","RE156600","14TH AVE","700-799",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","749 14TH AVE, REGINA, Saskatchewan",50.4439634,-104.5928415
1449658,"INJURY","2002-09-11",1708,2,1,0,"IN","REGINA","RE689010","ALBERT ST","SASKATCHEWAN DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and SASKATCHEWAN DR, REGINA, Saskatchewan",50.450977,-104.6182063
1449707,"INJURY","2002-09-11",2006,2,1,0,"IN","REGINA","RE237200","MIKKELSON DR","131-150",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","140 MIKKELSON DR, REGINA, Saskatchewan",50.4674742,-104.6739714
1344155,"INJURY","2002-09-13",1300,2,1,0,"IN","REGINA","RE690480","ARGYLE ST","SHERWOOD DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ARGYLE ST and SHERWOOD DR, REGINA, Saskatchewan",50.4755357,-104.6326743
1345083,"INJURY","2002-09-16",755,2,1,0,"IN","REGINA","RE39300","BROAD ST","1900-1999",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1949 BROAD ST, REGINA, Saskatchewan",NA,NA
1343872,"INJURY","2002-09-18",815,2,1,0,"IN","REGINA","RE157700","14TH AVE","1800-1899",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1849 14TH AVE, REGINA, Saskatchewan",50.4439531,-104.607388
1450377,"INJURY","2002-09-18",950,2,1,0,"IN","REGINA","RE681650","2ND AVE N","MCINTOSH ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","2ND AVE N and MCINTOSH ST, REGINA, Saskatchewan",NA,NA
1331513,"INJURY","2002-09-19",1020,2,1,0,"IN","REGINA","RE91100","DEWDNEY AVE","4300-4350",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4325 DEWDNEY AVE, REGINA, Saskatchewan",50.4548379,-104.6429844
1449711,"INJURY","2002-09-19",1301,2,1,0,"IN","REGINA","RE382700","SHERWOOD DR","6000-6125",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6062 SHERWOOD DR, REGINA, Saskatchewan",50.4788065,-104.6679218
1345253,"INJURY","2002-10-08",1625,2,1,0,"IN","REGINA","RE687200","8TH AVE","BROAD ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","8TH AVE and BROAD ST, REGINA, Saskatchewan",NA,NA
1450004,"INJURY","2002-10-10",1714,2,1,0,"IN","REGINA","RE67100","COLLEGE AVE","200E-250E",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","225 COLLEGE AVE, REGINA, Saskatchewan",50.440644,-104.5844774
1313535,"INJURY","2002-10-11",1640,2,1,0,"IN","REGINA","RE694010","CAMERON ST","DEWDNEY AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","CAMERON ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4551013,-104.6253769
1450572,"INJURY","2002-10-11",715,2,1,0,"IN","REGINA","RE691940","BENTLEY DR","DEWDNEY AVE E",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BENTLEY DR and DEWDNEY AVE E, REGINA, Saskatchewan",NA,NA
1348235,"INJURY","2002-11-13",2220,2,1,0,"IN","REGINA","RE682580","3RD AVE","ANGUS ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","3RD AVE and ANGUS ST, REGINA, Saskatchewan",50.4645974,-104.619636
1343931,"INJURY","2002-11-28",1445,2,1,0,"IN","REGINA","RE692980","BROAD ST","LAKESHORE DR",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","BROAD ST and LAKESHORE DR, REGINA, Saskatchewan",50.4286972,-104.6017825
1449242,"INJURY","2003-02-04",1836,2,1,0,"IN","REGINA","RE684230","5TH AVE","GARNET ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","5TH AVE and GARNET ST, REGINA, Saskatchewan",50.4613945,-104.626839
1348759,"INJURY","2003-03-19",2145,2,1,0,"IN","REGINA","RE86900","DEWDNEY AVE","1451E-1499E",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","1475 DEWDNEY AVE, REGINA, Saskatchewan",50.4552174,-104.5621262
1334860,"INJURY","2003-04-08",1400,2,1,0,"IN","REGINA","RE3000","ALBERT ST","4316-4525",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","4420 ALBERT ST, REGINA, Saskatchewan",NA,NA
1345365,"INJURY","2003-04-09",1718,2,1,0,"IN","REGINA","RE689030","ALBERT ST","VICTORIA AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ALBERT ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472349,-104.6180525
1332737,"INJURY","2003-04-12",1654,2,1,0,"IN","REGINA","RE691080","ATHLONE DR N","RINK AVE",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","ATHLONE DR N and RINK AVE, REGINA, Saskatchewan",NA,NA
1334666,"INJURY","2003-04-19",1515,2,1,0,"IN","REGINA","RE681450","29TH AVE","RAE ST / RETALLACK ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","29TH AVE and RAE ST / RETALLACK ST, REGINA, Saskatchewan",50.412253,-104.621041
1345367,"INJURY","2003-04-22",1730,2,1,0,"IN","REGINA","RE684570","6TH AVE N","ALBERT ST N",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","6TH AVE N and ALBERT ST N, REGINA, Saskatchewan",50.478863,-104.6182861
1348978,"INJURY","2003-04-22",840,2,1,0,"IN","REGINA","RE686810","7TH AVE E","USHER ST",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","7TH AVE E and USHER ST, REGINA, Saskatchewan",50.458327,-104.557121
1448685,"INJURY","2003-05-06",1620,2,1,0,"IN","REGINA","RE6700","ALBERT ST","651-675",NA,"URBAN","",0,NA,"","",NA,NA,NA,NA,"","663 ALBERT ST, REGINA, Saskatchewan",NA,NA
